gene_name,logFC,P.Value
RNVU1-18,-0.09127769901836902,0.6545159792745612
MST1L,0.09829099598257557,0.49761274195168614
LOC105376805,-0.17264401957511358,0.1259165055522348
ATP13A2,0.07665157820161807,0.0657954359123876
SDHB,-0.18853661496516233,0.01190480130500614
PADI2,-0.009063388714787492,0.9269353089402388
RCC2,-0.12947829143889636,0.0024674185010738914
ARHGEF10L,0.21269805511158243,1.2129153913195379e-5
IGSF21,0.10198383141703293,0.14857773753620981
PAX7,-0.09235562671376497,0.47722743564335457
ALDH4A1,-0.003730868390198562,0.9661419559566748
IFFO2,0.3538504774281173,8.994507595003796e-5
UBR4,0.15341195842095398,0.0034688752852404313
EMC1-AS1,0.0037992024039822953,0.9716515325612802
EMC1,-0.008683222406734843,0.8220889228750698
MRTO4,-0.16451410059775032,0.009160766828833268
AKR7L,0.2782896004092495,0.010053647741695622
AKR7A3,-0.28792213351533225,0.005778189610086635
AKR7A2,-0.14505883293627414,0.010497759337154218
SLC66A1,3.6061267939396156e-4,0.9937793983288252
CAPZB,-0.04089754601051459,0.16086142271077408
MICOS10,-0.24370514803583151,1.7327362786607333e-4
NBL1,-0.11377005064838004,0.05226520790201864
MICOS10-NBL1,-0.11377005064838004,0.05226520790201864
HTR6,0.09790967618953307,0.3068660878710992
TMCO4,0.12611175168741873,0.14553792828734036
OTUD3,-0.07181890406479985,0.26579089554120283
PLA2G5,-0.4977126738559139,1.9719017888405202e-4
UBXN10,0.16494474093133932,0.27165881101465
VWA5B1,0.3204936851888054,0.35635585163152916
CAMK2N1,-0.3611691668258373,4.125559648849855e-4
MUL1,-0.08501881930829942,0.0999106329627727
FAM43B,0.12652379368476752,0.07970514186728377
PINK1,-0.13368119402249792,0.011151764560194273
PINK1-AS,-0.012834310010562922,0.864698403684842
DDOST,-0.06493180095989146,0.2805249504259878
KIF17,0.09955825480367597,0.21549052882555841
SH2D5,-0.008402348091223229,0.931563183582936
HP1BP3,0.01691050408227178,0.445748929273467
EIF4G3,-0.02551534320006542,0.43219658957187645
RPS15AP6,0.4429249167607162,0.004273716663854867
ECE1,0.30047363453620474,3.915478160943892e-5
NBPF3,0.18279444598534797,0.006240965802258356
ALPL,0.16118400050866613,0.15225839273507072
RAP1GAP,0.08820628962487549,0.265374953563136
USP48,0.06099208595815498,0.05660630054871777
LDLRAD2,0.6544409227156016,0.008590748208500717
HSPG2,0.42965579814215393,0.001561684907053239
LINC00339,0.05858002881018689,0.3727321907265033
CDC42,-0.156150797211614,0.012815259774983214
WNT4,0.3451274902557343,0.006004334233723925
ZBTB40,0.05388507721724813,0.3027244984421989
EPHA8,-0.04477243352974006,0.7852675905129021
C1QA,-0.14559452121659816,0.43890992123838235
C1QC,0.1315393725693647,0.4358863052858347
C1QB,0.046882981684038566,0.7986964284554394
EPHB2,0.014478323058531698,0.8470191041591502
KDM1A,-0.05598829680902705,0.0969362605827727
LUZP1,0.037308318543010026,0.47248375749864513
HTR1D,-0.009080933315014045,0.9337174267511579
HNRNPR,-0.036355861999777396,0.2689888292835083
ZNF436,-0.1199689346047622,0.025802225066493933
ZNF436-AS1,0.2686748533757535,2.138343905127708e-7
TCEA3,0.09586871267341157,0.2748604505444183
ASAP3,0.30138373295925347,4.7642557091571747e-4
ID3,0.08793256395876203,0.526335151218593
RPL11,-0.08993684552376106,0.08383140822226097
ELOA,-0.06950263653742135,0.02936309932103568
ELOA-AS1,0.03369832439446655,0.558471592910897
PITHD1,-0.08707831973462479,0.21285909983332751
LYPLA2,-0.07052534387950661,0.26765530023445
GALE,0.05892241420335459,0.20295131489900534
HMGCL,-0.036091036742189775,0.5311527553494058
FUCA1,-0.11986708485770245,0.19539066669657063
PNRC2,-0.19678901771166107,7.346043540123491e-4
SRSF10,-0.061073796000622994,0.03976219288490163
IFNLR1,0.4991869627070744,2.8349756788626624e-6
GRHL3,1.1503711397803367,1.8554308456351492e-6
STPG1,0.014897732284050126,0.7666370040538558
NIPAL3,-0.13007515756234106,0.006856536436238551
RCAN3,-0.08141714690502258,0.10839638551370534
NCMAP,-0.08416673856601847,0.560807268917781
SRRM1,0.18613985083618712,0.010203726478541722
CLIC4,0.021111506670429183,0.8173166385430052
RUNX3,0.3700008388232629,0.014996212014294257
SYF2,-0.12184271991502771,0.005544461087711737
RSRP1,0.12986234994714432,0.03671728372892887
TMEM50A,-0.18603364362102937,3.4935739928408335e-4
RHCE,0.2491429496755,0.005501510020041981
MACO1,0.013623203342912933,0.7006261563367797
LDLRAP1,0.08109266760599737,0.498121168826946
MAN1C1,0.4001113889817932,0.0017597753866132472
SELENON,0.22358467645395455,0.0010384959556101986
MTFR1L,-0.13349468634380623,0.009241008595717746
PAQR7,0.11147356175994214,0.07536614468269241
STMN1,-0.18601235228453009,0.04139961254572983
PAFAH2,-0.10617905387589491,0.01657786507529523
EXTL1,0.011638849029491607,0.8626291963785765
PDIK1L,-0.10828130171704178,0.03893807368424766
FAM110D,0.11337264538599423,0.36852282711764905
ZNF593,-0.14194322169150905,0.05658620490704905
CNKSR1,0.28803860319512664,0.024094296574019288
CEP85,-0.0064408927253226935,0.8942422673907855
SH3BGRL3,-0.13564211835656118,0.03690172412477984
UBXN11,0.14202771994376986,0.007601684656993402
CD52,-0.3591887450124291,0.021185606498116644
DHDDS,-0.037140821110697914,0.13937684243907414
HMGN2,-0.07783963486812051,0.15575064018716653
RPS6KA1,-0.09518433668034923,0.27591705976239184
ARID1A,0.17261772330196762,0.005244766295461352
PIGV,-0.02320013702586197,0.5855257659877373
ZDHHC18,0.1258247829788014,0.0077005103243551615
SFN,0.034239292558771436,0.7798562945750014
GPN2,-0.027336728277441165,0.35412035384819673
GPATCH3,-0.0539608535479288,0.16028188849310643
NUDC,-0.05085351709686647,0.28797968510786404
TRNP1,-0.20092449419618807,0.05949513062281071
SLC9A1,0.016521010661634496,0.8460811777802846
NPM1P39,-0.11388324546161284,0.2574551591608072
WDTC1,-0.00903951327174751,0.8101603072997098
TMEM222,-0.017032238302946246,0.6615760702352842
MAP3K6,0.6713620282998758,1.6875697495662763e-6
GPR3,-0.11053578255250993,0.530536470149424
WASF2,0.19222068439369364,0.008804727128890275
AHDC1,0.325901840283484,5.928468704562559e-6
FGR,0.2732539580988813,0.05379070081408692
IFI6,-0.03782563170741373,0.6184278100345848
FAM76A,-0.07764902882169596,0.019466009079880192
STX12,-0.10068044307315559,0.028712951295422506
PPP1R8,-0.19401926915633308,9.855278976742666e-5
THEMIS2,0.20123717236395658,0.12104365959875803
RPA2,-0.16403564392010217,0.025533326434075007
XKR8,0.0928489121046281,0.0547649302155665
EYA3,0.062035159284847055,0.043314353865087536
PTAFR,-0.17340499922200012,0.17070522680119413
DNAJC8,-0.18138221108028793,0.001232801081011588
ATP5IF1,-0.17581440320536848,0.07168184119392303
SESN2,0.03231875065205167,0.8106953360312459
MED18,-0.25208417246740034,8.586031754803558e-5
PHACTR4,0.08368901198455693,0.24140083420818384
RCC1,0.09993571785367505,0.1232821596366064
SNHG3,0.18578837299168227,0.01916343949720265
SNORA73B,-0.11127675218383533,0.3648122712103675
TRNAU1AP,0.06642350095688404,0.11323936589763454
SNHG12,0.22707941229537354,0.004047483043668675
TAF12,-0.13726259427806675,0.002711834973008205
TAF12-DT,-0.09440235018043955,0.36536854860074486
GMEB1,-0.06041026631523164,0.041449254516195425
YTHDF2,-0.15753736482308556,0.0015227739051431254
OPRD1,-0.03165122930999243,0.7426565088061792
EPB41,0.13662047928096913,0.16982851531192425
TMEM200B,-0.010267871374816788,0.911508451448587
SRSF4,0.07598908250282897,0.04550963505424169
MECR,0.02076554220361651,0.590221640025794
PTPRU,0.3137333348045439,2.5255331281566484e-4
MATN1-AS1,0.28146624143207144,0.03641741405675333
LAPTM5,0.022440117780656695,0.8855217297397513
SDC3,0.2313471252204327,4.572808775060156e-4
PUM1,-0.05013760248030046,0.13372988812262682
NKAIN1,-0.15113981904049462,0.30343028345997314
SNRNP40,-0.06110260176342404,0.13573016699089208
ZCCHC17,-0.1411550704001235,0.018154953346353985
FABP3,-0.2765245524016831,0.012778421638031773
TINAGL1,0.3991042602675689,8.623146995231103e-4
PEF1,-0.1851958912895638,0.00530705548188301
COL16A1,0.13878896306636992,0.22869397843904957
ADGRB2,-0.04740417184696418,0.4575944052516957
SPOCD1,0.7506221829167589,2.3394979994322705e-5
PTP4A2,-0.12245015709760668,0.13377829707815408
KHDRBS1,-0.031137068917160067,0.3394363415243661
TMEM39B,0.07757964553983537,0.0827267064321597
KPNA6,-0.044181649940398166,0.1801325497849132
TXLNA,0.12363755589711882,0.012791389000480826
CCDC28B,-0.06544091809271192,0.2643632786601449
IQCC,-0.10293947263793413,0.058241689759754696
TMEM234,0.1754406247116319,0.006686558391319037
EIF3I,-0.18113361062020505,0.013531728165713477
HDAC1,0.037250328827558535,0.5076512368505048
MARCKSL1,0.04744930506699223,0.6345827966451291
TSSK3,0.39255544677039284,0.0010339284626839627
FAM229A,0.3080141004071924,5.251209743712893e-4
BSDC1,-0.017724885925207774,0.48500921457960133
ZBTB8B,0.12176822252907313,0.23144889249936362
ZBTB8A,-0.12304184084552533,0.05131304797508751
ZBTB8OS,0.02165995933003555,0.641737333957979
RBBP4,-0.0911364779657244,0.0024206836494851747
SYNC,0.03613614212480285,0.7522388597829559
NHSL3,0.10388413779726792,0.22653735648164672
YARS1,-0.1753159860906199,0.057199549397333536
S100PBP,0.17879139923106233,0.0014037997342317239
FNDC5,-0.16609252675252958,0.019966300953860462
HPCA,-0.2361916082555714,0.07096025540003482
TMEM54,0.00512112825738617,0.9495653062575853
RNF19B,-0.0661319218609816,0.12424501124719851
AK2,0.015475856364006559,0.7256553685357239
AZIN2,-0.08806376802739314,0.13697757919565232
TRIM62,0.16476549854528727,0.06875232420236634
ZNF362,0.08021091994187156,0.04163266974967138
PHC2,0.11108599858062561,0.008818460247515328
RN7SKP16,0.23040652524740943,0.02535203682400855
ZSCAN20,0.014552987121691369,0.7928791396413523
CSMD2,0.23703008356771624,0.007807820371181681
SMIM12,0.08608238123569129,0.08259298218408374
GJA4,0.5842615372677931,1.3117772083959004e-4
DLGAP3,-0.044617160421894356,0.645832482429439
ZMYM6,0.01854794867333028,0.5998263245473177
ZMYM1,-0.03172109498484582,0.4816349954552953
SFPQ,0.0937968685612876,0.10593030062185395
ZMYM4,-0.14368691786404963,9.781600134051974e-4
RPL5P4,0.0029267024792000752,0.9666227227536739
KIAA0319L,0.07727163842695275,0.01620508074206225
NCDN,-0.026640048122001533,0.8117823038645464
TFAP2E,0.5014912511666004,6.891756761006222e-6
PSMB2,-0.09654447616503252,0.04149997376718378
C1orf216,-0.1162074339207009,0.16436941670971614
CLSPN,0.01162862512654225,0.9087234160271567
AGO4,0.07475975235073488,0.033804484687339376
AGO1,0.08363261347314255,0.05487724035748753
AGO3,0.13396306902721006,0.0081778819461116
TEKT2,0.41047321316951235,0.038171245191120626
ADPRS,-0.037878707628351375,0.5387750808696433
COL8A2,-0.34964070524651397,0.09297211936324865
TRAPPC3,-0.0962734583944412,0.06763347058254547
MAP7D1,0.046237682148403604,0.21992467914213462
THRAP3,0.01714140591832187,0.6723744084503097
SH3D21,0.3973876066040873,7.998046340600819e-5
EVA1B,0.06697878318481547,0.4294613960143636
STK40,0.11123556348356874,0.09415332148671185
LSM10,-0.24170641396064232,4.7822757293538545e-4
OSCP1,-0.021645408170987916,0.7590029589767867
SNORA63C,-0.07857259320043038,0.5284714858430821
MRPS15,-0.19746064208883535,0.008138444854340796
CSF3R,0.10295189896209571,0.31649011099461744
GRIK3,0.01161968965125075,0.8622438053668943
LITATS1,0.11660476889979134,0.2622908285831557
ZC3H12A,0.009325791881374817,0.9556764451054254
MEAF6,-0.10722336130798102,0.09938702967337823
SNIP1,-0.037327211653049815,0.2815171140068518
DNALI1,0.16877005201282338,0.22339891425726213
GNL2,-0.030281082873817512,0.39552091101689524
AIRIM,-0.10656227932986174,0.0473662779284498
CDCA8,0.06613249105728901,0.49346339508703785
EPHA10,0.12150668750764158,0.17566882333300915
MANEAL,-0.12309267225902801,0.07680828339219957
YRDC,-0.20060635230370494,0.0035061251384379097
C1orf122,-0.1548670739774188,0.011682608621596412
MTF1,0.07966638427903183,0.08581588657745848
INPP5B,0.11267392964482363,0.05326744699368906
SF3A3,-0.08816515328302235,0.040100443644071754
FHL3,0.2415344322643673,0.010225494790365913
UTP11,-0.11712241358157592,0.008310471781984064
POU3F1,-0.11339326813566825,0.18979289463379023
HSPA5P1,0.0547460944263221,0.5819704337783663
RRAGC,-0.12541884172015413,0.020364780347271624
RRAGC-DT,0.17146268162448655,0.019024765061842742
MYCBP,0.06934793740529033,0.5472379606321885
RHBDL2,-0.1662276594281624,0.1529051528126866
AKIRIN1,-0.10388655917201281,0.007458917969449049
NDUFS5,-0.20444791987121938,0.023510972496751558
MACF1,0.24007832224553521,0.005191412181768407
BMP8A,0.16249860652316503,0.019006250585415205
OXCT2P1,0.5049764730808218,5.442625228137835e-4
PABPC4,-0.018248348256049114,0.5833687070114479
HEYL,0.544135350668442,1.5921046511367266e-5
NT5C1A,0.020283865879780656,0.837321100619811
HPCAL4,-0.06390304764013542,0.5427803568275225
PPIE,-0.015662376683608863,0.7490343729760938
BMP8B,0.3544612287985456,5.820750659031852e-4
OXCT2,0.5267285378193709,9.216875873695842e-4
LOC130932201,0.04293381790322261,0.7056711906628315
TRIT1,0.06605957922986024,0.15129671843667922
MYCL,-0.025305521101106128,0.7595775271915954
MFSD2A,0.05426015349093345,0.5496129432956647
CAP1,-0.39830936919342713,2.5223069882053092e-5
PPT1,-0.22283252758189567,7.960761961091665e-4
RLF,-0.09935217967266122,0.07724462179792344
ZMPSTE24,-0.18462644349695206,1.921034510018536e-4
COL9A2,0.06472290714220441,0.5320135896873015
SMAP2,-0.14617148471098282,0.062015723685318214
ZFP69B,0.0564557891450615,0.464575850177707
ZFP69,-0.272543610629588,7.136421327784558e-6
EXO5,-0.07472955776569405,0.24904614477178183
ZNF684,-0.14741057406445351,0.007486898402254792
RIMS3,-0.11442391348583035,0.18922716320265043
NFYC,0.009876920233044826,0.754889731335132
KCNQ4,0.07385182920906158,0.36961389556445556
CITED4,0.1779319792380036,0.059896839312829846
CTPS1,0.0542096684528394,0.26335701656194355
SLFNL1-AS1,0.5682260913869218,2.29202408900329e-5
SLFNL1,0.3296475590651536,0.017322668986250275
SCMH1,-0.04726708034704041,0.2989007815930901
FOXO6,0.22286374130689474,0.014337282030333028
HIVEP3,0.27186374863437557,0.0030282286615056645
FOXJ3,-0.02173458526519802,0.5267399996977037
RIMKLA,-0.24335632636182453,0.010489653645093659
ZMYND12,-0.07611442607447752,0.5117752057356875
PPCS,-0.2100874161857777,0.0016062639437059256
CCDC30,0.2307819248940636,1.1355310281680104e-4
PPIH,-0.07948310894030784,0.23903276813046492
YBX1,-0.05551996184787255,0.22826834701724297
P3H1,0.16004574971613333,0.014666443986000371
C1orf50,-0.01139415200635546,0.818951233732663
TMEM269,0.32682010768983055,0.015983833298232733
SVBP,-0.16119940252972492,0.028074813369880672
ERMAP,0.007872295012751189,0.8538667854144361
ZNF691,-0.015949256375264443,0.7525380115328058
SLC2A1,0.2696784107897188,0.004338236854724825
ATP6V0CP4,0.34099755275278554,0.061009871802595844
SLC2A1-DT,0.36416185160441017,1.5038183735448937e-4
CFAP144,0.34644799846739743,0.285024536686312
EBNA1BP2,-0.1386724602903259,0.07059862460221003
CFAP57,0.04018405264388797,0.7465609867942099
TMEM125,-0.3566360054965883,0.004852526385099478
TIE1,0.1692078438504544,0.12400009259007784
CDC20,-0.2983754916957237,0.034819685616089294
ELOVL1,-0.1304055407070522,0.26684978352720556
MED8,-0.10343058012038146,0.0090895498907673615
SZT2,0.18224790356104623,0.02595992652415546
HYI,0.044290517293433404,0.49588203637374395
PTPRF,0.20553409995752134,2.78411700531349e-4
KDM4A,0.0355022035446388,0.41428586270706524
ST3GAL3,0.426570302337985,1.0201028066917773e-4
ARTN,0.35739703565114966,0.007044139631468317
IPO13,-0.04961112105017678,0.3234602600504971
DPH2,-0.06045632313536222,0.12465553688485906
ATP6V0B,-0.2826679597262597,0.005765488847302855
B4GALT2,-0.10494147667990315,0.04183630725833677
CCDC24,0.2972332988460981,1.1002326365890204e-4
SLC6A9,0.06882369992488763,0.5225901877140853
LOC107984948,0.0030570813362787806,0.9730185968837101
DMAP1,0.047485349698164675,0.23143835695413081
ERI3,-0.1254648136470785,0.029069908604624235
ERI3-IT1,0.46353013749880617,3.753534979725184e-4
RNF220,-0.009592627782698041,0.8531896819642663
TMEM53,-0.07183322111203376,0.1735653140863516
ARMH1,0.41207920636693984,4.961529503779963e-6
KIF2C,-0.17841740615171128,0.14497495334634028
RPS8,-0.20345144065765122,0.03005427504356234
BEST4,0.14514274428737617,0.1547763541157373
PLK3,0.32135405721247934,0.0017547987647714798
BTBD19,0.3148978465272102,0.019982498738679296
PTCH2,0.3123163584223892,0.003909367466557081
EIF2B3,-0.02097927849634425,0.6286702735776141
HECTD3,0.07204127331340845,0.14418138556990506
UROD,-0.1882860861557588,0.003901915773455293
ZSWIM5,-0.019254663159656998,0.6070255550293862
LINC01144,-0.17250915698921077,0.11610322716283966
HPDL,-0.14678207842363014,0.15382180028241094
MUTYH,0.15309487953138107,0.018059862842426937
TOE1,-0.09841051298138728,0.05206751282101079
TESK2,-0.021084432441991766,0.818986931751596
CCDC163,0.09082507618644245,0.5104200323642166
MMACHC,-0.11734696806043396,0.010309442254853897
PRDX1,-0.16516266856884523,0.006308491335738408
AKR1A1,-0.1558051589820922,0.012371228215829571
NASP,0.16807005881078974,0.08755003318399932
CCDC17,0.45853303147312235,1.2241722344101343e-4
GPBP1L1,-0.07416680463164498,0.0020216416767829446
RPL7AP16,0.266149590883657,0.01786716592905186
TMEM69,-0.15801133901413433,3.699831701154189e-4
IPP,-0.011933417888857387,0.7734769983017065
MAST2,0.15817320761392895,1.712111857319716e-4
PIK3R3,0.07406985721407405,0.2513010732525876
POMGNT1,-0.043130480847332474,0.1891636895845825
LURAP1,0.1644389299525115,2.765856678955641e-4
RAD54L,0.3877020450954143,0.0014765944581334963
LRRC41,0.04254058375766543,0.1770996836579901
UQCRH,-0.3055442569737774,0.01311420698229223
NSUN4,0.03822276266603118,0.1955400840100282
FAAH,0.13441614706106086,0.03864362560287113
KNCN,0.1572955426296824,0.1649488597951985
MKNK1,0.22863376042502961,1.1581807382563057e-4
MOB3C,0.20883568579119302,0.0012806377411668656
ATPAF1,-0.1463707361365683,0.007229674704339156
